CodOp,NomePrograma,EixoPrioritario,TxCofinanciamentoFinal,ObjetivoTematico,PrioridadeInvestimento,DesignacaoOperacao,SiglaFundoOperacao,BeneficiarioOperacao,DataPrevIn,DataPrevFim,CustoTotalElegivelAprovado,ApoioTotalAprovado,Pais,DesignacaoNUTSII_Dominante,DesignacaoNUTSIII_Dominante,ConcelhoDominante,FreguesiaDominante,CodigoDomínioIntervencaoDominante,ResumoDaOperacao
POCH-03-5470-FSE-000336,PO Capital Humano,"03 - Aprendizagem, Qualificação ao longo da vida e reforço da empregabilidade",85%,"10 - Investir na educação, na formação e na formação profissional para aquisição de competências e a aprendizagem ao longo da vida","03 - Melhoria da igualdade de acesso à aprendizagem ao longo da vida para todas as faixas etárias em contextos formais, não formais e informais, atualização do conhecimento, das aptidões e das competências dos trabalhadores, e promoção de percursos de aprendizagem flexíveis, inclusive através da orientação profissional e da validação das competências adquiridas ",Centros Qualifica,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",04-01-2017,30-09-2018,209443.42,178026.91,PT,Alentejo,,,,VII01117,"A atividade do Centro Qualifica promovido pelo CEFP do Alentejo Litoral da rede do IEFP, IP enquadra-se na estratégia nacional de revitalização da educação e formação de adultos, definida no quadro do Programa Qualifica e assente na complementaridade entre reconhecimento, validação e certificação de competências (RVCC) e a obrigatoriedade de frequência de formação certificada.  Tem como principais atribuições o desenvolvimento de processos de"
POCH-03-5470-FSE-000337,PO Capital Humano,"03 - Aprendizagem, Qualificação ao longo da vida e reforço da empregabilidade",85%,"10 - Investir na educação, na formação e na formação profissional para aquisição de competências e a aprendizagem ao longo da vida","03 - Melhoria da igualdade de acesso à aprendizagem ao longo da vida para todas as faixas etárias em contextos formais, não formais e informais, atualização do conhecimento, das aptidões e das competências dos trabalhadores, e promoção de percursos de aprendizagem flexíveis, inclusive através da orientação profissional e da validação das competências adquiridas ",Centros Qualifica,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",04-01-2017,30-09-2018,251332.11,213632.29,PT,Alentejo,,,,VII01117,"A atividade do Centro Qualifica promovido pelo CEFP de Portalegre da rede do IEFP, IP enquadra-se na estratégia nacional de revitalização da educação e formação de adultos, definida no quadro do Programa Qualifica e assente na complementaridade entre reconhecimento, validação e certificação de competências (RVCC) e a obrigatoriedade de frequência de formação certificada."
POCH-03-5470-FSE-000483,PO Capital Humano,"03 - Aprendizagem, Qualificação ao longo da vida e reforço da empregabilidade",85%,"10 - Investir na educação, na formação e na formação profissional para aquisição de competências e a aprendizagem ao longo da vida","03 - Melhoria da igualdade de acesso à aprendizagem ao longo da vida para todas as faixas etárias em contextos formais, não formais e informais, atualização do conhecimento, das aptidões e das competências dos trabalhadores, e promoção de percursos de aprendizagem flexíveis, inclusive através da orientação profissional e da validação das competências adquiridas ",Cursos de Educação e Formação de Adultos (EFA),FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",26-04-2016,31-03-2019,10212958.0,8681014.3,PT,Alentejo,,,,VII01117,"Os Cursos de Educação e Formação para Adultos (Cursos EFA) assumem-se como uma modalidade de formação de dupla certificação e constituem-se como o principal instrumento para a qualificação de adultos, visam a redução dos seus défices de qualificação bem como a melhoria dos níveis de empregabilidade e de inclusão social e profissional e inserem-se no quadro conceptual da educação e formação ao longo da vida."
POCH-03-5470-FSE-000494,PO Capital Humano,"03 - Aprendizagem, Qualificação ao longo da vida e reforço da empregabilidade",85%,"10 - Investir na educação, na formação e na formação profissional para aquisição de competências e a aprendizagem ao longo da vida","03 - Melhoria da igualdade de acesso à aprendizagem ao longo da vida para todas as faixas etárias em contextos formais, não formais e informais, atualização do conhecimento, das aptidões e das competências dos trabalhadores, e promoção de percursos de aprendizagem flexíveis, inclusive através da orientação profissional e da validação das competências adquiridas ",Cursos de Educação e Formação de Adultos (EFA),FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",09-05-2016,04-07-2018,10700000.0,9095000.0,PT,Norte,,,,VII01117,"Os Cursos de Educação e Formação para Adultos (Cursos EFA) assumem-se como uma modalidade de formação de dupla certificação e constituem-se como o principal instrumento para a qualificação de adultos, visam a redução dos seus défices de qualificação bem como a melhoria dos níveis de empregabilidade e de inclusão social e profissional e inserem-se no quadro conceptual da educação e formação ao longo da vida. "
POCH-03-5470-FSE-000503,PO Capital Humano,"03 - Aprendizagem, Qualificação ao longo da vida e reforço da empregabilidade",85%,"10 - Investir na educação, na formação e na formação profissional para aquisição de competências e a aprendizagem ao longo da vida","03 - Melhoria da igualdade de acesso à aprendizagem ao longo da vida para todas as faixas etárias em contextos formais, não formais e informais, atualização do conhecimento, das aptidões e das competências dos trabalhadores, e promoção de percursos de aprendizagem flexíveis, inclusive através da orientação profissional e da validação das competências adquiridas ",Cursos de Aprendizagem,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",02-02-2016,18-12-2018,30764470.24,26149799.7,PT,Norte,,,,VII01117,"Os cursos de aprendizagem assumem-se como uma modalidade de formação de dupla certificação e constituem-se como cursos de formação profissional inicial, em alternância, dirigidos a jovens, privilegiando a sua inserção no mercado de trabalho e o prosseguimento de estudos, inserindo-se no quadro conceptual da educação e formação ao longo da vida."
POCH-03-5470-FSE-000505,PO Capital Humano,"03 - Aprendizagem, Qualificação ao longo da vida e reforço da empregabilidade",85%,"10 - Investir na educação, na formação e na formação profissional para aquisição de competências e a aprendizagem ao longo da vida","03 - Melhoria da igualdade de acesso à aprendizagem ao longo da vida para todas as faixas etárias em contextos formais, não formais e informais, atualização do conhecimento, das aptidões e das competências dos trabalhadores, e promoção de percursos de aprendizagem flexíveis, inclusive através da orientação profissional e da validação das competências adquiridas ",Cursos de Aprendizagem,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",04-04-2016,31-03-2019,12769750.02,10854287.52,PT,Norte,,,,VII01117,"Os cursos de aprendizagem assumem-se como uma modalidade de formação de dupla certificação e constituem-se como cursos de formação profissional inicial, em alternância, dirigidos a jovens, privilegiando a sua inserção no mercado de trabalho e o prosseguimento de estudos, inserindo-se no quadro conceptual da educação e formação ao longo da vida."
POCH-03-5470-FSE-000524,PO Capital Humano,"03 - Aprendizagem, Qualificação ao longo da vida e reforço da empregabilidade",85%,"10 - Investir na educação, na formação e na formação profissional para aquisição de competências e a aprendizagem ao longo da vida","03 - Melhoria da igualdade de acesso à aprendizagem ao longo da vida para todas as faixas etárias em contextos formais, não formais e informais, atualização do conhecimento, das aptidões e das competências dos trabalhadores, e promoção de percursos de aprendizagem flexíveis, inclusive através da orientação profissional e da validação das competências adquiridas ",Cursos de Aprendizagem,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",16-03-2016,15-03-2019,4410751.36,3749138.66,PT,Alentejo,,,,VII01117,"Os cursos de aprendizagem assumem-se como uma modalidade de formação de dupla certificação e constituem-se como cursos de formação profissional inicial, em alternância, dirigidos a jovens, privilegiando a sua inserção no mercado de trabalho e o prosseguimento de estudos, inserindo-se no quadro conceptual da educação e formação ao longo da vida."
POCH-03-5470-FSE-000525,PO Capital Humano,"03 - Aprendizagem, Qualificação ao longo da vida e reforço da empregabilidade",85%,"10 - Investir na educação, na formação e na formação profissional para aquisição de competências e a aprendizagem ao longo da vida","03 - Melhoria da igualdade de acesso à aprendizagem ao longo da vida para todas as faixas etárias em contextos formais, não formais e informais, atualização do conhecimento, das aptidões e das competências dos trabalhadores, e promoção de percursos de aprendizagem flexíveis, inclusive através da orientação profissional e da validação das competências adquiridas ",Cursos de Aprendizagem,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",01-04-2016,20-03-2019,5013951.43,4261858.72,PT,Alentejo,,,,VII01117,"Os cursos de aprendizagem assumem-se como uma modalidade de formação de dupla certificação e constituem-se como cursos de formação profissional inicial, em alternância, dirigidos a jovens, privilegiando a sua inserção no mercado de trabalho e o prosseguimento de estudos, inserindo-se no quadro conceptual da educação e formação ao longo da vida."
POCH-03-5470-FSE-000533,PO Capital Humano,"03 - Aprendizagem, Qualificação ao longo da vida e reforço da empregabilidade",85%,"10 - Investir na educação, na formação e na formação profissional para aquisição de competências e a aprendizagem ao longo da vida","03 - Melhoria da igualdade de acesso à aprendizagem ao longo da vida para todas as faixas etárias em contextos formais, não formais e informais, atualização do conhecimento, das aptidões e das competências dos trabalhadores, e promoção de percursos de aprendizagem flexíveis, inclusive através da orientação profissional e da validação das competências adquiridas ",Centros Qualifica,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",02-09-2017,30-09-2018,196829.45,167305.03,PT,Centro,,,,VII01117,"A atividade do CQ promovido pelo CEFP - SE Abrantes da rede IEFP, IP enquadra-se na estratégia nacional de revitalização da EFA, definida no quadro do Programa Qualifica e assente na complementaridade entre RVCC e a obrigatoriedade de frequência de formação certificada.  Tem como principais atribuições o desenvolvimento de processos de orientação e de processos de RVCC com vista à obtenção de uma qualificação escolar, prof. e dupla certificação."
POCH-03-5470-FSE-000536,PO Capital Humano,"03 - Aprendizagem, Qualificação ao longo da vida e reforço da empregabilidade",85%,"10 - Investir na educação, na formação e na formação profissional para aquisição de competências e a aprendizagem ao longo da vida","03 - Melhoria da igualdade de acesso à aprendizagem ao longo da vida para todas as faixas etárias em contextos formais, não formais e informais, atualização do conhecimento, das aptidões e das competências dos trabalhadores, e promoção de percursos de aprendizagem flexíveis, inclusive através da orientação profissional e da validação das competências adquiridas ",Centros Qualifica,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",01-09-2017,30-09-2018,103644.58,88097.89,PT,Norte,,,,VII01117,"A atuação do Centro Qualifica promovida pelo centro de Emprego da Póvoa de Varzim tem por objetivo assegurar a todos os cidadãos, maiores de 15 anos, uma oportunidade de qualificação e a respetiva certificação profissional e / ou escolar de nível básico e secundário adequada ao perfil e necessidades identificadas no âmbito da área territorial em que se insere a sua intervenção."
